SaleID,CustomerID,ProductID,Quantity,TotalAmount,SaleDate,PaymentMethod,StoreLocation,SalesPerson,DeliveryStatus
SALE00316,CUST05572,PROD0156,1,9502.01,22-05-2025,,,Andrew Holloway,
SALE00317,CUST06225,PROD0510,0,,2023-11-22,,,Timothy Holt,
SALE00318,CUST08055,PROD0436,0,,2025-05-08,Debit Card,,Morgan Mitchell,
SALE00319,CUST11379,PROD0791,,,2023-08-31,Cash,Online,Mrs. Angela Gilbert,Delivered
SALE00320,CUST07245,PROD0432,,,09-06-2025,Debit Card,,Christopher Christian,Pending
SALE00321,CUST07159,PROD0495,,,12-02-2025,,Online,,Cancelled
SALE00322,CUST01351,PROD0596,2,13162.08,2024-04-18,Debit Card,,Ashley Clark,Delivered
SALE00323,CUST00096,PROD0626,0,,2024-08-19,Debit Card,,,Delivered
SALE00324,CUST10091,PROD0715,4,10460.96,12-01-2025,UPI,,Hannah Cain,Cancelled
SALE00325,CUST04234,PROD0746,4,23232.84,23-11-2024,Cash,,Karen Ferguson,Pending
SALE00326,CUST04459,PROD0631,5,18853.3,03-01-2024,,In-Store,Shannon Mahoney,
SALE00327,CUST06262,PROD0172,3,,04-05-2024,UPI,In-Store,Donald Ramos,Cancelled
SALE00328,CUST08081,PROD0665,4,11642.0,,Credit Card,,Charles Rogers,Delivered
SALE00329,CUST06165,PROD0024,,,25-01-2025,UPI,,William Gibson,
SALE00330,CUST10043,PROD0018,0,,04-09-2023,,,Amy Mercado,Delivered
SALE00331,CUST10437,PROD0142,4,34220.08,15-06-2024,Cash,In-Store,Garrett Edwards,
SALE00332,CUST06922,PROD0204,,,24-05-2024,Cash,,Samantha Payne,
SALE00333,CUST00917,PROD0788,,,08-10-2023,Debit Card,Online,,
SALE00334,CUST00481,PROD0376,,,2024-01-26,UPI,,Wesley Morgan,
SALE00335,CUST02762,PROD0457,0,,,,Online,George Mora,Pending
SALE00336,CUST02862,PROD0631,0,,03-09-2024,,,Andrew Brown,
SALE00337,CUST08986,PROD0232,,,,UPI,In-Store,William Simpson,Cancelled
SALE00338,CUST08456,PROD0592,2,4735.18,04-10-2024,UPI,,Christina Ferguson,
SALE00339,CUST08862,PROD0544,,,15-09-2024,Cash,,Jamie Hogan,
SALE00340,CUST11364,PROD0435,0,,,UPI,In-Store,Michael Davis,
SALE00341,CUST05411,PROD0046,0,,2025-05-14,UPI,In-Store,Amanda Liu,Delivered
SALE00342,CUST08472,PROD0648,,,2024-03-21,,,Roger Romero,
SALE00343,CUST02176,PROD0262,,,04-02-2024,UPI,In-Store,Mark Green,
SALE00344,CUST02030,PROD0381,,,2024-10-06,UPI,In-Store,Stephanie Barker,Cancelled
SALE00345,CUST08956,PROD0314,,,2023-10-18,Debit Card,,Cole Mcdonald,
SALE00346,CUST05233,PROD0636,5,42941.05,2024-12-28,,,Zachary Roberts,Delivered
SALE00347,CUST05062,PROD0539,,,,Credit Card,,Meagan Guerrero,Delivered
SALE00348,CUST05237,PROD0083,0,,03-02-2024,,,Pamela Roberts,Pending
SALE00349,CUST03998,PROD0356,,,,Cash,Online,Diane Smith DDS,Delivered
SALE00350,CUST09199,PROD0149,1,,,Cash,Online,Blake Davis,
SALE00351,CUST03169,PROD0620,,,,Cash,,Kristen Bentley,Delivered
SALE00352,CUST01433,PROD0090,0,,,,Online,Tracy Schmidt,
SALE00353,CUST09420,PROD0423,,,2023-11-05,Cash,Online,Krystal Tyler,Cancelled
SALE00354,CUST00698,PROD0643,,,2024-10-19,,In-Store,Timothy Calhoun,
SALE00355,CUST08066,PROD0313,5,49770.1,2025-07-02,Debit Card,In-Store,Brian Fernandez,Delivered
SALE00356,CUST10403,PROD0669,5,25979.1,,UPI,,Mary Ballard,
SALE00357,CUST02518,PROD0169,,,2024-11-05,Debit Card,,Susan Hughes,
SALE00358,CUST01569,PROD0747,,,29-12-2023,Cash,Online,Shawn Parker,Cancelled
SALE00359,CUST09975,PROD0648,,,2024-04-23,Credit Card,,Ashley Oconnell,Delivered
SALE00360,CUST01147,PROD0126,4,12995.28,2024-06-15,Credit Card,,Alexander Case,
SALE00361,CUST01169,PROD0043,4,2817.96,31-10-2023,Cash,In-Store,Brittany Escobar,
SALE00362,CUST06362,PROD0297,0,,,,In-Store,Jenna Merritt,Delivered
SALE00363,CUST05076,PROD0780,3,20845.41,,,,John Crawford,Delivered
SALE00364,CUST06415,PROD0124,,,09-07-2024,Credit Card,Online,Kimberly Singh,
SALE00365,CUST02420,PROD0023,0,,28-03-2025,Cash,,William Schmidt,
SALE00366,CUST06893,PROD0483,,,,,Online,David Matthews,Cancelled
SALE00367,CUST01465,PROD0160,,,2025-03-15,Credit Card,,John Beasley,
SALE00368,CUST05797,PROD0527,,,,UPI,In-Store,Brooke Cook,Cancelled
SALE00369,CUST01806,PROD0017,2,4561.42,2023-10-22,,In-Store,Matthew Sanchez,
SALE00370,CUST11651,PROD0664,,,19-02-2024,Debit Card,Online,Cindy Powers,
SALE00371,CUST06354,PROD0293,,,2024-08-30,Debit Card,Online,Peter Johnson,Pending
SALE00372,CUST07166,PROD0561,,,2024-05-17,,,Andrew Caldwell,Delivered
SALE00373,CUST08692,PROD0658,4,14549.6,2024-10-02,Credit Card,Online,Sara Parks,Cancelled
SALE00374,CUST10399,PROD0783,2,12137.12,,,,Tracie Ware,Delivered
SALE00375,CUST04964,PROD0141,,,2025-06-13,Cash,In-Store,Jonathan Bell,
SALE00376,CUST09385,PROD0001,,,,Debit Card,,Jennifer Lynch,
SALE00377,CUST02118,PROD0668,0,,2024-02-01,,,Daniel Scott,Pending
SALE00378,CUST01760,PROD0397,5,44635.35,29-07-2025,,,Michael Harris,
SALE00379,CUST06997,PROD0693,,,2025-01-13,UPI,,Jerry Collins,
SALE00380,CUST04818,PROD0622,,,2023-12-23,Credit Card,,Christopher Stewart,Delivered
SALE00381,CUST11111,PROD0124,,,10-08-2024,Debit Card,Online,Danielle Williams,Delivered
SALE00382,CUST03749,PROD0655,,,2024-12-07,Credit Card,,,
SALE00383,CUST05679,PROD0080,0,,2024-01-28,Cash,,Leah Rodriguez,
SALE00384,CUST06047,PROD0763,0,,26-12-2024,,,Melissa Parker,Cancelled
SALE00385,CUST11867,PROD0080,,,2025-02-01,Credit Card,Online,Jeanne Smith,Cancelled
SALE00386,CUST00652,PROD0688,,,,Cash,Online,Michelle Guzman,
SALE00387,CUST09373,PROD0319,,,2023-11-30,Debit Card,,Alyssa Weber,Cancelled
SALE00388,CUST08057,PROD0084,,,,,In-Store,Melissa Evans,
SALE00389,CUST07144,PROD0473,0,,14-01-2025,Cash,In-Store,Cassandra Sutton,
SALE00390,CUST03297,PROD0202,,,,,,Christopher Phillips,Pending
SALE00391,CUST09612,PROD0397,0,,,,In-Store,Kenneth Thompson,Pending
SALE00392,CUST08030,PROD0661,0,,13-11-2024,Debit Card,Online,Ryan Moore,
SALE00393,CUST00120,PROD0722,,,2024-10-18,Debit Card,Online,,Pending
SALE00394,CUST06983,PROD0449,0,,2023-12-02,Debit Card,In-Store,Michael Walker,
SALE00395,CUST03095,PROD0403,0,,,Credit Card,,Michael Cantrell,Cancelled
SALE00396,CUST08360,PROD0161,3,29614.38,2025-06-15,Cash,,Kevin Green,Pending
SALE00397,CUST03601,PROD0447,0,,2023-10-03,Debit Card,,Richard Mays,Pending
SALE00398,CUST08992,PROD0188,,,2024-03-17,UPI,,Thomas Ramsey,Cancelled
SALE00399,CUST11014,PROD0213,0,,15-02-2024,,,Vincent Humphrey,
SALE00400,CUST08807,PROD0472,,,2023-11-13,Credit Card,In-Store,Ernest Riddle,
SALE00401,CUST11771,PROD0700,,,,Credit Card,Online,Crystal Parker,Delivered
SALE00402,CUST03899,PROD0019,0,,25-08-2024,,,John Brown,Delivered
SALE00403,CUST10761,PROD0083,5,22369.9,2024-05-21,Cash,,Eric Hines,Delivered
SALE00404,CUST09468,PROD0693,0,,19-06-2025,Cash,In-Store,Jennifer Jensen,Delivered
SALE00405,CUST11557,PROD0579,,,2025-01-11,UPI,,Christopher Mcdonald,Pending
SALE00406,CUST04823,PROD0068,,,07-02-2025,,In-Store,Shelly Joseph,Pending
SALE00407,CUST08655,PROD0784,,,09-10-2023,UPI,,Jeremy Moore,Cancelled
SALE00408,CUST10894,PROD0445,,,,Debit Card,Online,Michael Rivera,Pending
SALE00409,CUST09067,PROD0771,,,2024-01-29,,,Michele Warner,Delivered
SALE00410,CUST07037,PROD0253,,,2025-01-20,Cash,,Sarah Nelson,Pending
SALE00411,CUST11974,PROD0503,,,2024-07-06,Cash,Online,,Delivered
SALE00412,CUST06712,PROD0233,5,3436.0,2023-11-27,Debit Card,,Rodney Lopez,
SALE00413,CUST04966,PROD0109,,,,Debit Card,,Jason Garcia,Delivered
SALE00414,CUST07326,PROD0523,0,,,Cash,Online,Douglas Harrison,Pending
SALE00415,CUST02082,PROD0393,0,,04-09-2023,,In-Store,Marcus Barrett,
SALE00416,CUST09689,PROD0400,3,8125.83,,,In-Store,Blake Andrews,
SALE00417,CUST09493,PROD0606,,,21-05-2024,,,Marilyn Schultz,Pending
SALE00418,CUST04183,PROD0326,,,25-05-2024,,,Mark Martin,Cancelled
SALE00419,CUST09896,PROD0322,,,21-03-2025,Credit Card,In-Store,Miguel Bennett,Delivered
SALE00420,CUST07008,PROD0628,,,04-05-2025,Debit Card,In-Store,Allison Smith,
SALE00421,CUST06744,PROD0423,,,2023-10-14,,,Megan Mcdaniel,Cancelled
SALE00422,CUST05610,PROD0162,,,2024-07-09,Debit Card,In-Store,Dr. Troy Bailey,
SALE00423,CUST11775,PROD0350,1,241.37,2025-01-27,Cash,,Paula Glover,Delivered
SALE00424,CUST10449,PROD0137,,,,Cash,In-Store,Christopher Lewis,
SALE00425,CUST02066,PROD0460,1,4487.96,,Cash,In-Store,Todd Dixon,
SALE00426,CUST04304,PROD0328,,,19-04-2024,Cash,,Roger Prince,Pending
SALE00427,CUST07905,PROD0547,0,,06-02-2025,Cash,,Dwayne Li,Cancelled
SALE00428,CUST06296,PROD0584,0,,,,,Dr. Doris Rios,Delivered
SALE00429,CUST02748,PROD0479,4,2422.92,,Cash,In-Store,Joseph Anderson,Cancelled
SALE00430,CUST04058,PROD0741,,,2025-08-06,Debit Card,,Steven Murphy,Cancelled
SALE00431,CUST01752,PROD0413,,,02-04-2024,Cash,In-Store,Juan Ellis,Delivered
SALE00432,CUST08141,PROD0220,,,,,,Kevin Brown,Cancelled
SALE00433,CUST06354,PROD0210,0,,2024-05-18,Cash,Online,,
SALE00434,CUST05050,PROD0335,3,25592.34,,Debit Card,In-Store,Stephanie Hanson,Pending
SALE00435,CUST09853,PROD0683,0,,,UPI,,Andrew Sanders,
SALE00436,CUST06316,PROD0030,,,,,Online,Brooke Schultz,Pending
SALE00437,CUST01511,PROD0504,0,,,,Online,Danielle Daniel,
SALE00438,CUST11714,PROD0587,,,2023-12-14,Credit Card,In-Store,Nicole Burke,
SALE00439,CUST10579,PROD0499,,,,Credit Card,,Cory Chandler,
SALE00440,CUST11167,PROD0475,,,,,Online,Anthony Johnson,
SALE00441,CUST03782,PROD0420,,,,,,Darren Fields,Pending
SALE00442,CUST09812,PROD0556,,,15-06-2025,UPI,,Victoria Cunningham,Pending
SALE00443,CUST06414,PROD0412,,,2025-01-25,Cash,,Sandra Peterson,Delivered
SALE00444,CUST10854,PROD0448,,,2024-09-17,Credit Card,In-Store,Brittany Roberts DDS,
SALE00445,CUST01399,PROD0553,0,,,Debit Card,,Jamie Mclean,Cancelled
SALE00446,CUST10115,PROD0393,0,,2024-09-06,Cash,,Cassandra Brown,Pending
SALE00447,CUST09951,PROD0311,1,1575.39,,,In-Store,Christine Taylor,Cancelled
SALE00448,CUST05943,PROD0644,,,,Debit Card,,Brianna Freeman,Delivered
SALE00449,CUST04953,PROD0221,0,,31-03-2024,Cash,,Steven Robinson,Cancelled
SALE00450,CUST08762,PROD0518,,,13-08-2024,,,Angel Fisher,Cancelled
SALE00451,CUST03826,PROD0169,,,,Credit Card,,Matthew Fleming,Pending
SALE00452,CUST04390,PROD0365,,,22-02-2025,Credit Card,,Erin Beck,Pending
SALE00453,CUST07543,PROD0545,,,19-01-2025,UPI,,James Ortiz,Delivered
SALE00454,CUST11855,PROD0491,,,,Credit Card,Online,Ashley Diaz,Cancelled
SALE00455,CUST08103,PROD0418,,,,Credit Card,In-Store,John Nelson,
SALE00456,CUST01431,PROD0582,,,,Cash,Online,Albert Norton,Delivered
SALE00457,CUST05593,PROD0436,,,,Debit Card,In-Store,James Johnson,
SALE00458,CUST03037,PROD0403,,,,Credit Card,,Alexandra Hammond,Cancelled
SALE00459,CUST08251,PROD0581,,,2024-08-10,Credit Card,In-Store,Lisa Perry,
SALE00460,CUST02541,PROD0321,1,3942.07,2025-03-11,,In-Store,Brian Olson,
SALE00461,CUST11305,PROD0307,,,,Credit Card,,Oscar Taylor,
SALE00462,CUST08979,PROD0313,,,2024-03-16,Debit Card,In-Store,Allison Wilkinson,Pending
SALE00463,CUST04507,PROD0215,,,,Credit Card,Online,,
SALE00464,CUST11112,PROD0320,,,2024-07-23,Debit Card,,Dustin Harding,
SALE00465,CUST09333,PROD0604,,,,Credit Card,,Meredith Myers,Delivered
SALE00466,CUST04598,PROD0600,0,,2023-11-21,Debit Card,,John Hammond,Delivered
SALE00467,CUST00832,PROD0691,,,2024-11-27,,In-Store,Catherine Thompson,Delivered
SALE00468,CUST09694,PROD0161,4,39485.84,2023-09-05,Debit Card,In-Store,Christine Anderson,Cancelled
SALE00469,CUST05111,PROD0307,,,,Debit Card,,Paul Hobbs,Cancelled
SALE00470,CUST02989,PROD0346,3,23865.9,,Debit Card,,Jennifer Knapp,
SALE00471,CUST11802,PROD0312,,,30-01-2025,Cash,,Jessica Moss,Delivered
SALE00472,CUST07427,PROD0044,,,,Cash,In-Store,Arthur Scott,Cancelled
SALE00473,CUST10098,PROD0391,,,2023-08-19,UPI,Online,Shawn Campbell,
SALE00474,CUST07500,PROD0175,,,12-05-2025,,,Mary Williams,Pending
SALE00475,CUST10947,PROD0028,,,01-02-2025,Credit Card,,Keith Hernandez,Cancelled
SALE00476,CUST03978,PROD0794,2,2093.2,30-05-2025,,,Amy Chandler,
SALE00477,CUST02337,PROD0778,,,2024-12-26,,In-Store,Denise Barnes,Delivered
SALE00478,CUST06400,PROD0333,0,,2024-08-06,UPI,Online,,
SALE00479,CUST03724,PROD0152,4,34794.04,,Credit Card,In-Store,Jennifer Horton,Cancelled
SALE00480,CUST00400,PROD0607,,,23-11-2024,,,Thomas Clark,
SALE00481,CUST01666,PROD0762,,,2023-10-18,Credit Card,,James Perkins,Cancelled
SALE00482,CUST02749,PROD0725,5,47699.15,19-12-2024,UPI,In-Store,Jamie White,Pending
SALE00483,CUST00076,PROD0626,,,2023-08-27,,Online,Sara Nguyen,
SALE00484,CUST10971,PROD0308,0,,2024-01-29,,In-Store,John Rodriguez,
SALE00485,CUST06539,PROD0408,,,2024-10-15,Debit Card,,Matthew Cooper,Pending
SALE00486,CUST09350,PROD0638,,,13-08-2024,Cash,Online,Whitney Hubbard,
SALE00487,CUST01897,PROD0350,1,241.37,,,In-Store,Rebecca Humphrey,
SALE00488,CUST09794,PROD0309,3,9657.57,2024-01-05,Credit Card,,Jordan Moreno,
SALE00489,CUST03118,PROD0416,5,41802.35,,Debit Card,,Sarah Johnson,Pending
SALE00490,CUST10277,PROD0087,,,18-05-2024,Credit Card,,Tina Cannon,Pending
SALE00491,CUST06545,PROD0712,,,2025-01-26,Credit Card,Online,Leslie Hernandez,Pending
SALE00492,CUST05612,PROD0249,,,,Cash,In-Store,Kathryn Jones,Delivered
SALE00493,CUST01424,PROD0036,,,21-04-2025,,,,
SALE00494,CUST04994,PROD0659,,,2024-03-04,Credit Card,Online,Pamela Lynch,Pending
SALE00495,CUST04763,PROD0299,4,8336.36,28-09-2023,Credit Card,Online,Audrey Freeman PhD,Delivered
SALE00496,CUST04936,PROD0329,,,16-10-2023,Debit Card,,Matthew Robinson,
SALE00497,CUST04055,PROD0275,,,21-03-2024,UPI,,Christina Young,Cancelled
SALE00498,CUST01443,PROD0213,,,2025-05-02,Credit Card,In-Store,Megan Baker,Delivered
SALE00499,CUST01070,PROD0371,0,,2025-06-10,,In-Store,Kari Hall,Cancelled
SALE00500,CUST08885,PROD0276,0,,15-08-2023,Debit Card,Online,Gary Dunn,Cancelled
SALE00501,CUST08713,PROD0633,,,,Debit Card,In-Store,,Pending
SALE00502,CUST09492,PROD0608,2,12458.76,23-05-2024,Cash,,Caitlin Hall,
SALE00503,CUST10689,PROD0560,,,,,,Ruth Lopez,Pending
SALE00504,CUST04011,PROD0047,,,,Debit Card,In-Store,Jessica Gutierrez,Delivered
SALE00505,CUST02167,PROD0154,0,,,Credit Card,Online,Dustin Rivera,
SALE00506,CUST01716,PROD0725,3,28619.49,2024-06-25,Debit Card,Online,Alicia Clark,
SALE00507,CUST01003,PROD0281,0,,,UPI,,Nancy Miller,Delivered
SALE00508,CUST02187,PROD0520,5,37433.55,,UPI,,Brandon Murphy,
SALE00509,CUST02511,PROD0789,1,9566.74,29-09-2024,Credit Card,In-Store,Margaret Butler,
SALE00510,CUST01376,PROD0147,,,03-09-2023,UPI,In-Store,Kelsey Davis,Cancelled
SALE00511,CUST06940,PROD0799,,,20-10-2024,,In-Store,Angela Jimenez,
SALE00512,CUST01954,PROD0116,3,368.94,,,In-Store,Lisa Martinez,Delivered
SALE00513,CUST05377,PROD0308,0,,,Debit Card,In-Store,Renee Williams,
SALE00514,CUST10585,PROD0797,5,14609.1,11-11-2024,,,Kirsten Hale,Pending
SALE00515,CUST04685,PROD0353,,,2024-01-03,,,John Smith,
SALE00516,CUST06229,PROD0650,0,,,Debit Card,Online,,Cancelled
SALE00517,CUST01495,PROD0014,,,31-01-2024,Credit Card,Online,Jill Hernandez,
SALE00518,CUST07381,PROD0750,0,,20-08-2023,Debit Card,In-Store,Claudia Ware,Delivered
SALE00519,CUST11455,PROD0018,5,48329.9,,,Online,Mr. Steven Preston,Pending
SALE00520,CUST09462,PROD0077,,,14-12-2023,,,Gary Casey,
SALE00521,CUST08755,PROD0582,,,12-08-2023,,Online,,Delivered
SALE00522,CUST08052,PROD0458,0,,26-07-2025,Cash,Online,Anna White,Cancelled
SALE00523,CUST07560,PROD0590,0,,,UPI,,Jessica Harris,Pending
SALE00524,CUST01741,PROD0642,1,7349.7,2024-06-09,Credit Card,,Mrs. Maria Gonzalez,Cancelled
SALE00525,CUST11675,PROD0768,0,,12-04-2025,UPI,In-Store,Nathaniel Davila,
SALE00526,CUST05898,PROD0273,,,2024-12-16,Cash,,Joel Villanueva,Pending
SALE00527,CUST10749,PROD0394,0,,,,,Dr. Christopher Moore MD,Cancelled
SALE00528,CUST03765,PROD0398,0,,,Credit Card,In-Store,,
SALE00529,CUST10901,PROD0220,0,,,Credit Card,,Steven Black,
SALE00530,CUST10248,PROD0438,0,,2024-11-11,UPI,,,
SALE00531,CUST01402,PROD0460,0,,13-07-2024,Credit Card,In-Store,Debbie Haley,
SALE00532,CUST11693,PROD0288,0,,25-12-2024,Credit Card,Online,Troy Barnes,Delivered
SALE00533,CUST01703,PROD0764,0,,24-08-2024,UPI,Online,Christopher Leon,Pending
SALE00534,CUST10616,PROD0675,,,2025-05-26,Cash,In-Store,Rebecca Williams,
SALE00535,CUST07587,PROD0635,,,2024-07-30,Debit Card,,David Nelson,Cancelled
SALE00536,CUST02968,PROD0256,3,22668.87,15-09-2023,UPI,,Tyler Vaughn,
SALE00537,CUST04512,PROD0322,,,,Cash,In-Store,Michelle Ortiz,
SALE00538,CUST10935,PROD0549,0,,2024-01-30,,Online,Chelsea Rogers,Pending
SALE00539,CUST02279,PROD0554,3,10626.27,2023-09-07,Cash,In-Store,Vincent Gonzalez,Delivered
SALE00540,CUST06315,PROD0258,,,10-08-2025,,,Christy Holloway,
SALE00541,CUST01931,PROD0471,0,,2025-04-02,UPI,,Carl Nunez,
SALE00542,CUST02520,PROD0129,,,02-11-2024,Cash,In-Store,Joel Brown,Delivered
SALE00543,CUST09547,PROD0171,5,45555.0,,Cash,Online,,
SALE00544,CUST01056,PROD0127,0,,14-01-2024,,Online,Randall Ryan,
SALE00545,CUST06703,PROD0574,,,2023-11-14,Cash,,Brooke Francis,Pending
SALE00546,CUST02828,PROD0244,,,,,Online,Robert Drake,Cancelled
SALE00547,CUST00513,PROD0491,,,,,In-Store,Ann Gomez,
SALE00548,CUST02451,PROD0263,4,3257.76,,Debit Card,,Abigail Herrera,
SALE00549,CUST08747,PROD0053,0,,30-12-2023,Cash,Online,Larry Doyle,Pending
SALE00550,CUST01553,PROD0514,5,31535.3,2024-02-27,UPI,Online,Sean Stewart,Delivered
SALE00551,CUST06897,PROD0034,1,4936.94,,,,Nicole Wilson,
SALE00552,CUST10640,PROD0676,,,23-03-2025,Debit Card,,Lori Bentley,
SALE00553,CUST04793,PROD0548,1,4978.35,2023-11-24,Credit Card,,Stephanie Miller,Pending
SALE00554,CUST06611,PROD0470,0,,,,,Mrs. Cheyenne Bradley DDS,
SALE00555,CUST03663,PROD0216,3,1507.71,,Cash,In-Store,Jean Rice,Delivered
SALE00556,CUST00971,PROD0307,0,,2024-04-13,UPI,,Carrie Nelson,Delivered
SALE00557,CUST09509,PROD0390,,,,,In-Store,Gregory Kaufman,Cancelled
SALE00558,CUST11705,PROD0060,,,2024-05-03,UPI,,Ashley Cox,
SALE00559,CUST06425,PROD0494,,,05-10-2023,Debit Card,,James Gonzalez,Cancelled
SALE00560,CUST00609,PROD0162,0,,,Cash,,David Davis,Delivered
SALE00561,CUST07042,PROD0149,1,,2025-07-01,,In-Store,Michelle Murillo,Cancelled
SALE00562,CUST05978,PROD0480,0,,,,Online,Denise Hughes,
SALE00563,CUST06655,PROD0417,,,,,In-Store,Angela Horton,
SALE00564,CUST09311,PROD0331,,,21-02-2025,Debit Card,Online,Teresa Huerta DDS,
SALE00565,CUST06318,PROD0188,3,7420.83,2024-11-27,Cash,In-Store,Erika Perkins,Delivered
SALE00566,CUST00470,PROD0452,,,23-06-2025,,In-Store,,Delivered
SALE00567,CUST07160,PROD0097,0,,09-10-2024,,Online,Kari Austin,
SALE00568,CUST06638,PROD0399,,,2024-01-06,UPI,,,Delivered
SALE00569,CUST09982,PROD0713,0,,,Debit Card,,Michael Greene,
SALE00570,CUST05897,PROD0728,0,,2024-12-16,,,Jennifer Smith,
SALE00571,CUST07141,PROD0439,,,16-10-2023,,Online,Desiree Burns,Delivered
SALE00572,CUST05362,PROD0788,0,,2024-05-23,Credit Card,,Ronnie Cox,Pending
SALE00573,CUST00988,PROD0193,,,,Debit Card,,Madison Hernandez,
SALE00574,CUST10125,PROD0704,2,17106.76,30-11-2024,,Online,Kaitlyn Davies,
SALE00575,CUST10517,PROD0216,,,05-01-2025,Cash,Online,Philip Allen,Pending
SALE00576,CUST04366,PROD0246,2,6028.04,06-11-2024,Debit Card,,Anthony Lewis,Cancelled
SALE00577,CUST09005,PROD0767,,,,,Online,Erica Martin,
SALE00578,CUST08119,PROD0438,,,2025-06-29,Credit Card,Online,Robert Ortiz,Pending
SALE00579,CUST00287,PROD0409,0,,13-03-2024,,,Todd Garcia,
SALE00580,CUST09000,PROD0213,0,,,,In-Store,Michael Mendoza,
SALE00581,CUST11508,PROD0577,,,,,,Diana Lopez,
SALE00582,CUST06212,PROD0373,4,12859.92,2023-09-06,,Online,Lisa Patel,
SALE00583,CUST02834,PROD0735,,,2024-01-18,Credit Card,,Brian Thompson,Delivered
SALE00584,CUST06612,PROD0344,,,,,Online,Robert Lewis,
SALE00585,CUST09112,PROD0635,4,24607.68,2023-12-09,,,Jeffrey Martinez,
SALE00586,CUST03796,PROD0018,,,2025-05-10,,,,Delivered
SALE00587,CUST00161,PROD0710,,,11-10-2023,,In-Store,Mark Hunter,Cancelled
SALE00588,CUST09494,PROD0636,3,25764.63,2023-09-04,,,Kathryn Cunningham,
SALE00589,CUST05686,PROD0011,,,14-05-2024,Credit Card,In-Store,Brittany Le,Cancelled
SALE00590,CUST08121,PROD0288,2,19137.6,2024-01-14,Credit Card,Online,Jennifer Munoz,
SALE00591,CUST02973,PROD0763,3,8252.67,2024-07-01,,In-Store,,Delivered
SALE00592,CUST11276,PROD0439,2,16604.96,,Credit Card,In-Store,Erin Mack,Pending
SALE00593,CUST06374,PROD0296,,,16-11-2024,,,Veronica Cole,Delivered
SALE00594,CUST09628,PROD0571,5,29992.45,08-04-2025,,,Heather Chung,Pending
SALE00595,CUST03885,PROD0052,,,2024-06-30,Cash,,Justin Moore,Pending
SALE00596,CUST02069,PROD0171,0,,,Debit Card,In-Store,Ian Davis,Cancelled
SALE00597,CUST07446,PROD0369,0,,,Credit Card,,John Hill,Cancelled
SALE00598,CUST09329,PROD0767,1,3217.03,31-08-2023,Debit Card,,Daniel Lee,Delivered
SALE00599,CUST00676,PROD0779,,,2024-10-02,UPI,In-Store,Patrick Bryan DVM,Pending
SALE00600,CUST06286,PROD0025,2,6653.36,25-06-2025,UPI,,Melissa White,Cancelled
SALE00601,CUST02968,PROD0360,0,,,,Online,Richard Buckley,Pending
SALE00602,CUST01903,PROD0111,2,2533.5,2024-04-21,,In-Store,Eric Simpson,Cancelled
SALE00603,CUST01587,PROD0375,,,20-11-2024,,In-Store,Mary Robinson,Pending
SALE00604,CUST06391,PROD0024,,,17-07-2024,,In-Store,Andrew Mills,Pending
SALE00605,CUST07070,PROD0413,,,2025-04-14,,Online,Sherry Serrano,
SALE00606,CUST07870,PROD0291,,,,Cash,,Mark Fitzgerald,
SALE00607,CUST03952,PROD0406,0,,10-10-2024,,,Dustin Campbell,Delivered
SALE00608,CUST08168,PROD0110,,,01-04-2024,Debit Card,In-Store,Tracy Robles,Pending
SALE00609,CUST08333,PROD0755,0,,2024-05-30,Debit Card,Online,Jerry Anderson,Pending
SALE00610,CUST03946,PROD0253,0,,2025-07-10,Cash,In-Store,Elizabeth Ellison,
SALE00611,CUST00590,PROD0435,,,13-01-2024,,In-Store,Susan Brown,Delivered
SALE00612,CUST02878,PROD0070,,,,Cash,In-Store,Victoria Smith,Delivered
SALE00613,CUST05838,PROD0747,0,,2024-12-16,,,Anthony Gibson,Pending
SALE00614,CUST00905,PROD0666,4,24245.08,09-12-2024,,Online,Jodi Watkins,Delivered
SALE00615,CUST03212,PROD0570,0,,,UPI,Online,Stacey Frank,
SALE00616,CUST04219,PROD0161,,,28-09-2024,UPI,Online,Jessica Heath,Delivered
SALE00617,CUST01912,PROD0321,4,15768.28,2024-04-30,Debit Card,In-Store,Margaret Oconnor,Cancelled
SALE00618,CUST05632,PROD0032,,,2025-04-19,UPI,In-Store,Terry Wilson,
SALE00619,CUST09893,PROD0050,1,622.44,2024-11-06,,,Thomas Sampson,Pending
SALE00620,CUST02310,PROD0166,,,19-05-2025,Debit Card,In-Store,Alec Anderson,
SALE00621,CUST05020,PROD0439,1,8302.48,07-05-2024,,,Jillian Mitchell,Delivered
SALE00622,CUST02865,PROD0767,,,28-09-2024,Cash,,Jonathan Reynolds,
SALE00623,CUST08010,PROD0624,,,01-02-2024,Debit Card,Online,Paula Williams,
SALE00624,CUST10135,PROD0210,0,,25-03-2025,,,Alice Sanchez,Delivered
SALE00625,CUST06143,PROD0370,,,2025-06-28,Credit Card,Online,Misty Martin,
SALE00626,CUST04418,PROD0104,4,16981.48,,,In-Store,Mark White,
SALE00627,CUST10357,PROD0218,,,,UPI,,Robert Wilson,Delivered
SALE00628,CUST09121,PROD0274,4,21863.04,2025-02-10,,In-Store,Samuel Price,Delivered
SALE00629,CUST10554,PROD0541,0,,10-05-2024,Cash,,Elizabeth Elliott,Delivered
SALE00630,CUST03099,PROD0605,1,3402.03,2023-11-25,,,Walter Huffman,
